Nom,Lien,Prix,Lieu,Taille,Taille_terrain,Pieces,Prix au m2
Maison néo-bretonne plerneuf - 6 pièces 115 m²,https://www.etreproprio.com/immobilier-22476517-vente-maison-neo-bretonne-plerneuf-6-pieces-115-m-plerneuf,224796.0,Plerneuf 22170,115.0,3 055,6.0,1955.0
Maison 148m² à pleneuf-val-andre,https://www.etreproprio.com/immobilier-22389121-vente-maison-148m-a-pleneuf-val-andre-pleneuf-val-andre,550000.0,Pleneuf-Val-Andre 22370,148.0,1 096,5.0,3716.0
Maison pleneuf val andre 6 pièce(s). vue port de dahouët,https://www.etreproprio.com/immobilier-21270742-vente-maison-pleneuf-val-andre-6-pieces-vue-port-de-dahouet-pleneuf-val-andre,555440.0,Pleneuf-Val-Andre 22370,151.0,1 100,6.0,3678.0
Maison 166m² à pleneuf-val-andre,https://www.etreproprio.com/immobilier-23621316-vente-maison-166m-a-pleneuf-val-andre-pleneuf-val-andre,480800.0,Pleneuf-Val-Andre 22370,166.0,1 793,10.0,2896.0
"Maison en vefa de 122 m² avec des très belles prestations, bourg de pléneuf à pied.",https://www.etreproprio.com/immobilier-22485242-vente-maison-en-vefa-de-122-m-avec-des-tres-belles-prestations-bourg-de-pleneuf-a-pied-pleneuf-val-andre,593250.0,Pleneuf-Val-Andre 22370,122.0,419,5.0,4863.0
Maison en pierre avec terrain constructible au val-andré  réf. 2025110,https://www.etreproprio.com/immobilier-23414332-vente-maison-en-pierre-avec-terrain-constructible-au-val-andre-ref-2025110-pleneuf-val-andre,548550.0,Pleneuf-Val-Andre 22370,73.0,567,3.0,7514.0
Charmante maison à proximité de la plage et des commerces,https://www.etreproprio.com/immobilier-23468262-vente-charmante-maison-a-proximite-de-la-plage-et-des-commerces-pleneuf-val-andre,548550.0,Pleneuf-Val-Andre 22370,73.0,567,4.0,7514.0
"A saisir: bel actif hôtelier, murs et fond dans une station balnéaire réputée",https://www.etreproprio.com/immobilier-23391297-vente-a-saisir-bel-actif-hotelier-murs-et-fond-dans-une-station-balneaire-reputee-pleneuf-val-andre,830400.0,Pleneuf-Val-Andre 22370,841.0,,,987.0
Maison 112m² à pleneuf-val-andre,https://www.etreproprio.com/immobilier-22980579-vente-maison-112m-a-pleneuf-val-andre-pleneuf-val-andre,430000.0,Pleneuf-Val-Andre 22370,112.0,612,4.0,3839.0
Maison pleneuf val andre 5 pièce(s) 115 m2,https://www.etreproprio.com/immobilier-22973990-vente-maison-pleneuf-val-andre-5-pieces-115-m2-pleneuf-val-andre,431600.0,Pleneuf-Val-Andre 22370,115.0,614,5.0,3753.0
Pleneuf val-andré : maison de plain-pied 4 pièces 86 m2,https://www.etreproprio.com/immobilier-22593564-vente-pleneuf-val-andre-maison-de-plain-pied-4-pieces-86-m2-pleneuf-val-andre,316050.0,Pleneuf-Val-Andre 22370,86.0,540,4.0,3675.0
Maison de ville rénovée avec jardin au calme,https://www.etreproprio.com/immobilier-23256812-vente-maison-de-ville-renovee-avec-jardin-au-calme-pleneuf-val-andre,597360.0,Pleneuf-Val-Andre 22370,133.0,795,7.0,4491.0
Maison pléneuf-val-andré 8 pièce(s)  en bord de mer !,https://www.etreproprio.com/immobilier-21912526-vente-maison-pleneuf-val-andre-8-pieces-en-bord-de-mer-pleneuf-val-andre,439000.0,Pleneuf-Val-Andre 22370,135.0,1 957,8.0,3252.0
Maison 135m² à pleneuf-val-andre,https://www.etreproprio.com/immobilier-23178675-vente-maison-135m-a-pleneuf-val-andre-pleneuf-val-andre,480800.0,Pleneuf-Val-Andre 22370,135.0,650,5.0,3561.0
Villa vue mer à rénover au coeur du val andré,https://www.etreproprio.com/immobilier-23163923-vente-villa-vue-mer-a-renover-au-coeur-du-val-andre-pleneuf-val-andre,1257600.0,Pleneuf-Val-Andre 22370,144.0,601,10.0,8733.0
Maison 142m² à pleneuf-val-andre,https://www.etreproprio.com/immobilier-21719532-vente-maison-142m-a-pleneuf-val-andre-pleneuf-val-andre,595000.0,Pleneuf-Val-Andre 22370,142.0,2 619,6.0,4190.0
Maison pleneuf val andré,https://www.etreproprio.com/immobilier-21968235-vente-maison-pleneuf-val-andre-pleneuf-val-andre,475000.0,Pleneuf-Val-Andre 22370,163.0,400,8.0,2914.0
Maison pleneuf val andre :  3 chambres.,https://www.etreproprio.com/immobilier-23122585-vente-maison-pleneuf-val-andre-3-chambres-pleneuf-val-andre,429680.0,Pleneuf-Val-Andre 22370,99.0,469,4.0,4340.0
Maison pléneuf-val-andré,https://www.etreproprio.com/immobilier-22693715-vente-maison-pleneuf-val-andre-pleneuf-val-andre,439000.0,Pleneuf-Val-Andre 22370,135.0,1 957,6.0,3252.0
"Pléneuf val andré 22370, coup de coeur pour cette jolie longère au calme à 500 mètres de la mer",https://www.etreproprio.com/immobilier-20234872-vente-pleneuf-val-andre-22370-coup-de-coeur-pour-cette-jolie-longere-au-calme-a-500-metres-de-la-mer-pleneuf-val-andre,595000.0,Pleneuf-Val-Andre 22370,142.0,,6.0,4190.0
Maison  4 pièce(s) 77 m2 - 2 chambres,https://www.etreproprio.com/immobilier-23072321-vente-maison-4-pieces-77-m2-2-chambres-pleneuf-val-andre,260000.0,Pleneuf-Val-Andre 22370,77.0,63,4.0,3377.0
Maison 120m² à plesidy,https://www.etreproprio.com/immobilier-23890418-vente-maison-120m-a-plesidy-plesidy,291500.0,Plesidy 22720,120.0,1 100,6.0,2429.0
Maison 81m² à plesidy,https://www.etreproprio.com/immobilier-23893019-vente-maison-81m-a-plesidy-plesidy,121000.0,Plesidy 22720,81.0,684,4.0,1494.0
Maison 147m² à plesidy,https://www.etreproprio.com/immobilier-23340983-vente-maison-147m-a-plesidy-plesidy,225000.0,Plesidy 22720,147.0,16 884,5.0,1531.0
Maison 211m² à plesidy,https://www.etreproprio.com/immobilier-23621220-vente-maison-211m-a-plesidy-plesidy,137000.0,Plesidy 22720,211.0,302,12.0,649.0
Local commercial bar/restauration de 120 m2 + appartement de 3 chambres de 115 m2 habitables,https://www.etreproprio.com/immobilier-22269075-vente-local-commercial-barrestauration-de-120-m2-appartement-de-3-chambres-de-115-m2-habitables-plesidy,127200.0,Plesidy 22720,115.0,152,7.0,1106.0
Maison contemporaine proche plerin,https://www.etreproprio.com/immobilier-23651242-vente-maison-contemporaine-proche-plerin-plerin,241800.0,Plerin 22190,104.0,394,5.0,2325.0
Maison a deux pas de la plage,https://www.etreproprio.com/immobilier-22750844-vente-maison-a-deux-pas-de-la-plage-plerin,470000.0,Plerin 22190,131.0,402,8.0,3588.0
Maison rosaire vue mer  7 pièce(s) 150 m2,https://www.etreproprio.com/immobilier-19764251-vente-maison-rosaire-vue-mer-7-pieces-150-m2-plerin,468000.0,Plerin 22190,131.0,400,7.0,3573.0
Havre de paix a 150m de la plage,https://www.etreproprio.com/immobilier-23600145-vente-havre-de-paix-a-150m-de-la-plage-plerin,313500.0,Plerin 22190,80.0,2 500,6.0,3919.0
Maison 155m² à plerin,https://www.etreproprio.com/immobilier-23597072-vente-maison-155m-a-plerin-plerin,588000.0,Plerin 22190,155.0,309,7.0,3794.0
"Plerin, proche mer, belle maison contemporaine à vendre",https://www.etreproprio.com/immobilier-23597378-vente-plerin-proche-mer-belle-maison-contemporaine-a-vendre-plerin,686400.0,Plerin 22190,150.0,610,5.0,4576.0
Maison 174m² à plerin,https://www.etreproprio.com/immobilier-23592255-vente-maison-174m-a-plerin-plerin,439000.0,Plerin 22190,174.0,1 370,8.0,2523.0
"Maison contemporaine a plerin, proche des rosaires avec petite vue mer  réf : 202593",https://www.etreproprio.com/immobilier-22897232-vente-maison-contemporaine-a-plerin-proche-des-rosaires-avec-petite-vue-mer-ref-202593-plerin,879750.0,Plerin 22190,185.0,668,6.0,4755.0
Vue mer exceptionnelle-les rosaires,https://www.etreproprio.com/immobilier-23579030-vente-vue-mer-exceptionnelle-les-rosaires-plerin,884000.0,Plerin 22190,130.0,480,6.0,6800.0
Maison 6 chambres et ses 2 appartements,https://www.etreproprio.com/immobilier-23127293-vente-maison-6-chambres-et-ses-2-appartements-plerin,349944.0,Plerin 22190,212.0,579,12.0,1651.0
"Plerin, st-laurent, maison à vendre",https://www.etreproprio.com/immobilier-23519789-vente-plerin-st-laurent-maison-a-vendre-plerin,478400.0,Plerin 22190,138.0,917,5.0,3467.0
Maison plérin 5 pièce(s) 133.98 m2,https://www.etreproprio.com/immobilier-23489699-vente-maison-plerin-5-pieces-13398-m2-plerin,175490.0,Plerin 22190,134.0,1 196,6.0,1310.0
Vente maison plerin(22190) 242 800ï¿œ,https://www.etreproprio.com/immobilier-23481184-vente-vente-maison-plerin22190-242-800i-oe-plerin,242800.0,Plerin 22190,112.0,856,5.0,2168.0
Maison 101m² à plerin,https://www.etreproprio.com/immobilier-23460757-vente-maison-101m-a-plerin-plerin,350000.0,Plerin 22190,102.0,600,8.0,3431.0
Maison 103m² à plerin,https://www.etreproprio.com/immobilier-23460759-vente-maison-103m-a-plerin-plerin,239900.0,Plerin 22190,104.0,,7.0,2307.0
Maison 104m² à plerin,https://www.etreproprio.com/immobilier-23447575-vente-maison-104m-a-plerin-plerin,264000.0,Plerin 22190,104.0,679,5.0,2538.0
Maison 192m² à plerin,https://www.etreproprio.com/immobilier-21246672-vente-maison-192m-a-plerin-plerin,549150.0,Plerin 22190,192.0,525,8.0,2860.0
Maison 97m² à plerin,https://www.etreproprio.com/immobilier-23376946-vente-maison-97m-a-plerin-plerin,255600.0,Plerin 22190,97.0,578,5.0,2635.0
Coup de coeur-plerin centre,https://www.etreproprio.com/immobilier-23328773-vente-coup-de-coeur-plerin-centre-plerin,579600.0,Plerin 22190,170.0,309,6.0,3409.0
"Côtes d'armor 22190 plérin maison d'architecte 7 chambres, sous-sol total, terrasse exposée sud, terrain",https://www.etreproprio.com/immobilier-23324171-vente-cotes-d-armor-22190-plerin-maison-d-architecte-7-chambres-sous-sol-total-terrasse-exposee-sud-terrain-plerin,383400.0,Plerin 22190,146.0,813,7.0,2626.0
Maison 117m² à pleneuf-val-andre,https://www.etreproprio.com/immobilier-22061876-vente-maison-117m-a-pleneuf-val-andre-pleneuf-val-andre,390000.0,Pleneuf-Val-Andre 22370,117.0,646,5.0,3333.0
Maison contemporaine proche des plages et des commerces,https://www.etreproprio.com/immobilier-22983302-vente-maison-contemporaine-proche-des-plages-et-des-commerces-pleneuf-val-andre,894400.0,Pleneuf-Val-Andre 22370,235.0,795,6.0,3806.0
Maison 138m² à pleneuf-val-andre,https://www.etreproprio.com/immobilier-21461034-vente-maison-138m-a-pleneuf-val-andre-pleneuf-val-andre,420000.0,Pleneuf-Val-Andre 22370,138.0,1 931,5.0,3043.0
Maison 209m² à pleneuf-val-andre,https://www.etreproprio.com/immobilier-19892504-vente-maison-209m-a-pleneuf-val-andre-pleneuf-val-andre,607840.0,Pleneuf-Val-Andre 22370,209.0,671,6.0,2908.0
Vente longère avec dépendance et garage  / pléneuf-val-andré /  117m2 / vie de plain pied possible / 1 464m2,https://www.etreproprio.com/immobilier-21093064-vente-vente-longere-avec-dependance-et-garage-pleneuf-val-andre-117m2-vie-de-plain-pied-possible-1-464m2-pleneuf-val-andre,239200.0,Pleneuf-Val-Andre 22370,117.0,1 464,5.0,2044.0
"Proche du port de dahouët, longère à rénover",https://www.etreproprio.com/immobilier-19746224-vente-proche-du-port-de-dahouet-longere-a-renover-pleneuf-val-andre,241500.0,Pleneuf-Val-Andre 22370,105.0,1 464,5.0,2300.0
Maison en pierre de ville à pléneuf val andré,https://www.etreproprio.com/immobilier-20724555-vente-maison-en-pierre-de-ville-a-pleneuf-val-andre-pleneuf-val-andre,607840.0,Pleneuf-Val-Andre 22370,209.0,671,6.0,2908.0
Pleneuf val-andré : maison 6 pièce(s) 209 m2,https://www.etreproprio.com/immobilier-22157716-vente-pleneuf-val-andre-maison-6-pieces-209-m2-pleneuf-val-andre,603200.0,Pleneuf-Val-Andre 22370,209.0,671,6.0,2886.0
Pléneuf-val-andré (22370)   élégante propriété à proximité de la plage et du golf,https://www.etreproprio.com/immobilier-22877535-vente-pleneuf-val-andre-22370-elegante-propriete-a-proximite-de-la-plage-et-du-golf-pleneuf-val-andre,894400.0,Pleneuf-Val-Andre 22370,235.0,795,6.0,3806.0
Maison 77m² à pleneuf-val-andre,https://www.etreproprio.com/immobilier-20676458-vente-maison-77m-a-pleneuf-val-andre-pleneuf-val-andre,262000.0,Pleneuf-Val-Andre 22370,77.0,56,4.0,3403.0
Pleneuf-val-andre : maison  4 pièces 88 m2 env,https://www.etreproprio.com/immobilier-22593562-vente-pleneuf-val-andre-maison-4-pieces-88-m2-env-pleneuf-val-andre,290000.0,Pleneuf-Val-Andre 22370,88.0,399,4.0,3295.0
Maison pleneuf val andre 130 m2 - vue mer...,https://www.etreproprio.com/immobilier-21966185-vente-maison-pleneuf-val-andre-130-m2-vue-mer-pleneuf-val-andre,597360.0,Pleneuf-Val-Andre 22370,130.0,125,6.0,4595.0
Val-andre à seulement 300 m de la plage,https://www.etreproprio.com/immobilier-22498221-vente-val-andre-a-seulement-300-m-de-la-plage-pleneuf-val-andre,478400.0,Pleneuf-Val-Andre 22370,93.0,160,6.0,5144.0
Val-andre : maison familiale : idéalement située et prête à vous accueillir,https://www.etreproprio.com/immobilier-22498222-vente-val-andre-maison-familiale-idealement-situee-et-prete-a-vous-accueillir-pleneuf-val-andre,420000.0,Pleneuf-Val-Andre 22370,105.0,230,4.0,4000.0
Pleneuf val andre : bel ensemble immobilier à vendre,https://www.etreproprio.com/immobilier-22498215-vente-pleneuf-val-andre-bel-ensemble-immobilier-a-vendre-pleneuf-val-andre,436800.0,Pleneuf-Val-Andre 22370,230.0,266,6.0,1899.0
A 350 m de la plage du val-andré,https://www.etreproprio.com/immobilier-21271450-vente-a-350-m-de-la-plage-du-val-andre-pleneuf-val-andre,483000.0,Pleneuf-Val-Andre 22370,93.0,165,5.0,5194.0
Bien d'exception à vendre - gîte avec logements insolites et prestations haut de gamme,https://www.etreproprio.com/immobilier-22249321-vente-bien-d-exception-a-vendre-gite-avec-logements-insolites-et-prestations-haut-de-gamme-pleneuf-val-andre,930330.0,Pleneuf-Val-Andre 22370,140.0,10 170,6.0,6645.0
Maison contemporaine - pléneuf val-andré,https://www.etreproprio.com/immobilier-21511539-vente-maison-contemporaine-pleneuf-val-andre-pleneuf-val-andre,623560.0,Pleneuf-Val-Andre 22370,125.0,525,5.0,4988.0
Maison de 2005 vue mer pleneuf val andre 6 pièce(s) 172m2,https://www.etreproprio.com/immobilier-22136529-vente-maison-de-2005-vue-mer-pleneuf-val-andre-6-pieces-172m2-pleneuf-val-andre,658350.0,Pleneuf-Val-Andre 22370,172.0,1 500,6.0,3828.0
Villa 11 pièces 440m2 piscine intérieure,https://www.etreproprio.com/immobilier-22049157-vente-villa-11-pieces-440m2-piscine-interieure-pleneuf-val-andre,1400000.0,Pleneuf-Val-Andre 22370,440.0,9 000,11.0,3182.0
Maison 123m² à pleslin-trigavou,https://www.etreproprio.com/immobilier-23904602-vente-maison-123m-a-pleslin-trigavou-pleslin-trigavou,260000.0,Pleslin-Trigavou 22490,123.0,762,5.0,2114.0
Maison de bourg en pierres de 114 m²,https://www.etreproprio.com/immobilier-23106630-vente-maison-de-bourg-en-pierres-de-114-m-pleslin-trigavou,239000.0,Pleslin-Trigavou 22490,114.0,,4.0,2096.0
Maison pleslin trigavou centre 82 m2,https://www.etreproprio.com/immobilier-23860042-vente-maison-pleslin-trigavou-centre-82-m2-pleslin-trigavou,241040.0,Pleslin-Trigavou 22490,82.0,459,5.0,2940.0
Maison en pierres,https://www.etreproprio.com/immobilier-23837301-vente-maison-en-pierres-pleslin-trigavou,416000.0,Pleslin-Trigavou 22490,228.0,669,7.0,1825.0
Maison  de plein pied  proche du bourg et la voie verte,https://www.etreproprio.com/immobilier-23654426-vente-maison-de-plein-pied-proche-du-bourg-et-la-voie-verte-pleslin-trigavou,445400.0,Pleslin-Trigavou 22490,147.0,757,5.0,3030.0
Au calme / proche axe routier / 5 pièces,https://www.etreproprio.com/immobilier-23793074-vente-au-calme-proche-axe-routier-5-pieces-pleslin-trigavou,376400.0,Pleslin-Trigavou 22490,123.0,500,5.0,3060.0
Maison 151m² à pleslin-trigavou,https://www.etreproprio.com/immobilier-23784136-vente-maison-151m-a-pleslin-trigavou-pleslin-trigavou,472500.0,Pleslin-Trigavou 22490,152.0,478,5.0,3109.0
Vente maison pleslin-trigavou(22490) 231 000ï¿œ,https://www.etreproprio.com/immobilier-23396274-vente-vente-maison-pleslin-trigavou22490-231-000i-oe-pleslin-trigavou,231000.0,Pleslin-Trigavou 22490,94.0,899,4.0,2457.0
Charmante maison en quartier résidentiel à pleslin-trigavou,https://www.etreproprio.com/immobilier-23765423-vente-charmante-maison-en-quartier-residentiel-a-pleslin-trigavou-pleslin-trigavou,171200.0,Pleslin-Trigavou 22490,50.0,342,3.0,3424.0
Maison de 84 m² – une belle opportunité à découvrir !,https://www.etreproprio.com/immobilier-23717455-vente-maison-de-84-m-une-belle-opportunite-a-decouvrir-pleslin-trigavou,229500.0,Pleslin-Trigavou 22490,84.0,550,5.0,2732.0
Pleslin trigavou-exclusivite rance immo,https://www.etreproprio.com/immobilier-23647372-vente-pleslin-trigavou-exclusivite-rance-immo-pleslin-trigavou,236250.0,Pleslin-Trigavou 22490,66.0,684,4.0,3580.0
Maison 3 chambres - pleslin trigavou,https://www.etreproprio.com/immobilier-23539814-vente-maison-3-chambres-pleslin-trigavou-pleslin-trigavou,227500.0,Pleslin-Trigavou 22490,83.0,480,4.0,2741.0
10 min au nord de dinan,https://www.etreproprio.com/immobilier-23152529-vente-10-min-au-nord-de-dinan-pleslin-trigavou,172920.0,Pleslin-Trigavou 22490,88.0,632,6.0,1965.0
Maison pleslin trigavou,https://www.etreproprio.com/immobilier-23512317-vente-maison-pleslin-trigavou-pleslin-trigavou,398000.0,Pleslin-Trigavou 22490,104.0,2 129,6.0,3827.0
Maison de caractère en centre-ville + studio,https://www.etreproprio.com/immobilier-23466471-vente-maison-de-caractere-en-centre-ville-studio-pleslin-trigavou,575000.0,Pleslin-Trigavou 22490,184.0,1 199,9.0,3125.0
Maison pleslin trigavou 10 pièces 355 m²,https://www.etreproprio.com/immobilier-23441868-vente-maison-pleslin-trigavou-10-pieces-355-m-pleslin-trigavou,366800.0,Pleslin-Trigavou 22490,355.0,287,10.0,1033.0
Maison 118m² à pleslin-trigavou,https://www.etreproprio.com/immobilier-23423729-vente-maison-118m-a-pleslin-trigavou-pleslin-trigavou,299500.0,Pleslin-Trigavou 22490,118.0,1 850,7.0,2538.0
Maison en pierre au calme à pleslin trigavou,https://www.etreproprio.com/immobilier-22531358-vente-maison-en-pierre-au-calme-a-pleslin-trigavou-pleslin-trigavou,299500.0,Pleslin-Trigavou 22490,118.0,1 850,7.0,2538.0
Maison 152m² à pleslin-trigavou,https://www.etreproprio.com/immobilier-22461273-vente-maison-152m-a-pleslin-trigavou-pleslin-trigavou,468000.0,Pleslin-Trigavou 22490,152.0,478,6.0,3079.0
Maison 136 m2 et hangar,https://www.etreproprio.com/immobilier-23098736-vente-maison-136-m2-et-hangar-pleslin-trigavou,488800.0,Pleslin-Trigavou 22490,136.0,2 500,6.0,3594.0
Maison plerin 4 pièce(s) 80 m2,https://www.etreproprio.com/immobilier-23293835-vente-maison-plerin-4-pieces-80-m2-plerin,220500.0,Plerin 22190,78.0,644,4.0,2827.0
Maison 91m² à plerin,https://www.etreproprio.com/immobilier-23269202-vente-maison-91m-a-plerin-plerin,401000.0,Plerin 22190,91.0,1 464,5.0,4407.0
"Plérin, à 15 mn à pieds de la mer, maison néo bretonne à vendre",https://www.etreproprio.com/immobilier-23216900-vente-plerin-a-15-mn-a-pieds-de-la-mer-maison-neo-bretonne-a-vendre-plerin,370000.0,Plerin 22190,126.0,591,6.0,2937.0
22190 plerin: propriété constructible à fort potentiel,https://www.etreproprio.com/immobilier-23214341-vente-22190-plerin-propriete-constructible-a-fort-potentiel-plerin,416000.0,Plerin 22190,60.0,1 000,2.0,6933.0
"Maison néo-bretonne - vue mer, volumes et potentiel à 300m de la plage",https://www.etreproprio.com/immobilier-22583408-vente-maison-neo-bretonne-vue-mer-volumes-et-potentiel-a-300m-de-la-plage-plerin,550000.0,Plerin 22190,188.0,1 335,8.0,2926.0
Maison moderne 4 chambres à saint-laurent-de-la-mer,https://www.etreproprio.com/immobilier-23204181-vente-maison-moderne-4-chambres-a-saint-laurent-de-la-mer-plerin,390000.0,Plerin 22190,120.0,610,6.0,3250.0
